archaeological_layer.archstratigraphy_idarchstrat;assemblage.locality_idlocality;assemblage.name;assemblage.lithic_piece_count;locality.x;locality.y;query_age_min;query_age_max;age_comments
Late MSA;Sibhudu Cave;Sibhudu Cave OMOD2 Archaeological Assemblage;-1;31.085937;-29.522603;45700;50100;;
Late MSA;Sibhudu Cave;Sibhudu Cave OMOD2BL Archaeological Assemblage;-1;31.085937;-29.522603;45700;50100;;
Late MSA;Sibhudu Cave;Sibhudu Cave OMODBL Archaeological Assemblage;-1;31.085937;-29.522603;45700;51900;;
Late MSA;Sibhudu Cave;Sibhudu Cave Ore, Ore2 Archaeological Assemblage;-1;31.085937;-29.522603;48600;51700;;
Late MSA;Sibhudu Cave;Sibhudu Cave PB Archaeological Assemblage;-1;31.085937;-29.522603;48600;51700;;
Howiesonspoort;Sibhudu Cave;Sibhudu Cave PGS Archaeological Assemblage;-1;31.085937;-29.522603;62400;67000;;
Late MSA;Sibhudu Cave;Sibhudu Cave RD, RSp Archaeological Assemblage;-1;31.085937;-29.522603;47000;51700;;
Still Bay;Sibhudu Cave;Sibhudu Cave RGS+RGS2 Archaeological Assemblage;11552;31.085937;-29.522603;68100;72900;;
Still Bay;Sibhudu Cave;Sibhudu Cave RGS+RGS2 Archaeological Assemblage;11552;31.085937;-29.522603;68100;75000;;
Late MSA;Sibhudu Cave;Sibhudu Cave RSp Archaeological Assemblage;1548;31.085937;-29.522603;44100;50100;;
Late MSA;Sibhudu Cave;Sibhudu Cave Ysp Archaeological Assemblage;-1;31.085937;-29.522603;44100;55500;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;54300;61900;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;54300;67000;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;55000;56000;55500 +/- 500;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;55500;61900;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;55800;61700;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;55800;63700;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;56300;63500;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;56500;61800;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;56800;63500;;
Post-Howiesonspoort;Sibhudu Cave;Sibhudu Cave post-HP Archaeological Assemblage;30047;31.085937;-29.522603;56800;67000;;
Late Acheulean - Africa;Sidi Abderrahman Cap Chatelier;Sidi Abderrahman Cap Chatelier Layer D2 Exc. Biberson Archaeological Assemblage;1731;-7.68;33.58;342000;410000;;
Late Acheulean - Africa;Sidi Abderrahman Cap Chatelier;Sidi Abderrahman Cap Chatelier Layer D2 Exc. Debenath Archaeological Assemblage;;-7.68;33.58;342000;410000;;
Late Acheulean - Africa;Sidi Abderrahman Extension;Sidi Abderrahman Extension Layer E Archaeological Assemblage;;-7.7;33.58;191000;243000;;
Late Acheulean - Africa;Sidi Abderrahman Extension;Sidi Abderrahman Extension Layer E Archaeological Assemblage;;-7.7;33.58;273000;333000;;
Middle Acheulean - Africa;Sidi Abderrahman Extension;Sidi Abderrahman Extension Layer F Archaeological Assemblage;;-7.7;33.58;191000;243000;;
Middle Acheulean - Africa;Sidi Abderrahman Extension;Sidi Abderrahman Extension Layer F Archaeological Assemblage;;-7.7;33.58;273000;333000;;
Middle Acheulean - Africa;Sidi Abderrahman Grande Exploitation;Stade I;187;-7.69;33.57;312000;447000;;
Middle Acheulean - Africa;Sidi Abderrahman Grande Exploitation;Stade I;187;-7.69;33.57;321000;549000;;
Middle Acheulean - Africa;Sidi Abderrahman Grande Exploitation;Stade II;178;-7.69;33.57;312000;447000;;
Middle Acheulean - Africa;Sidi Abderrahman Grande Exploitation;Stade II;178;-7.69;33.57;321000;549000;;
Middle Acheulean - Africa;Sidi Abderrahman La Grotte des Littorines;Stade VI;251;-7.68;33.58;300000;410000;;
Middle Acheulean - Africa;Sidi Abderrahman La Grotte des Ours;Stade V;;-7.68;33.58;300000;410000;;
Middle Acheulean - Africa;Sidi Abderrahman La Grotte des Ours;lithic inventar;2976;-7.68;33.58;300000;410000;;
Middle Acheulean - Africa;Sidi Abderrahman STIC;Stade III;1018;-7.7;33.57;342000;549000;;
MSA;Skildergat Kop;Skildergat Kop SK Sands Archaeological Assemblage;-1;18.4059528;-34.117025;30000;300000;;
Middle Paleolithic - Africa;Sodmein Cave;Sodmein Cave Layer E Archaeological Assemblage;-1;33.9725;26.2433;24700;126000;;
Middle Paleolithic - Africa;Sodmein Cave;Sodmein Cave Layer F Archaeological Assemblage;-1;33.9725;26.2433;24700;126000;;
Middle Paleolithic - Africa;Sodmein Cave;Sodmein Cave Layer F/G Archaeological Assemblage;-1;33.9725;26.2433;45000;126000;;
Middle Paleolithic - Africa;Sodmein Cave;Sodmein Cave Layer G Archaeological Assemblage;-1;33.9725;26.2433;45000;126000;;
Middle Paleolithic - Africa;Sodmein Cave;Sodmein Cave Layer J Archaeological Assemblage;-1;33.9725;26.2433;110000;126000;;
MSA;Songwe River Valley Lake Rukwa IcIu4;Songwe River Valley Lake Rukwa IcIu4 MSA Collection;742;33.116667;-8.716667;30000;300000;;
MSA;Songwe River Valley Lake Rukwa IdIu19;Songwe River Valley Lake Rukwa IdIu19 MSA Collection;312;33.183333;-8.766667;30000;300000;;
MSA;Sterkfontein;Sterkfontein Post Member 6 Infill;;27.734548;-26.015692;30000;300000;;
MSA;Swartkrans;Swartkrans Member 4 Archaeological Assemblage;-1;27.75583333;-25.96888889;30000;113380;MSA, no fossils. The maximum age is defined by the underlying flowstone dated to ca 110000.;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Burial Feature Archaeological Assemblage;387;32.683806;26.119725;60600;98300;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 89/01 Cc10 Archaeological Assemblage;130;32.683806;26.119725;60600;98300;;
Lupemban;Taramsa 1;Taramsa 1 Sector 89/02 Cc05 Archaeological Assemblage;401;32.683806;26.119725;147700;259700;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 89/02 Cc06 Archaeological Assemblage;314;32.683806;26.119725;56000;76700;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 89/04 Cc09 Archaeological Assemblage;830;32.683806;26.119725;35700;63800;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/01 Cc20/25 Archaeological Assemblage;643;32.683806;26.119725;56000;76700;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/02 Cc07 Archaeological Assemblage;78;32.683806;26.119725;60600;98300;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/03 Cc19 Archaeological Assemblage;5504;32.683806;26.119725;56000;76700;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/03 Cc36 Archaeological Assemblage;127;32.683806;26.119725;56000;76700;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/04 Main Zone Archaeological Assemblage;6397;32.683806;26.119725;35700;63800;;
Middle Paleolithic - Africa;Taramsa 1;Taramsa 1 Sector 91/05 Cc38 Archaeological Assemblage;368;32.683806;26.119725;95000;127500;;
Lupemban;Taramsa 1;Taramsa 1 Sector 91/07 Cc17 Archaeological Assemblage;129;32.683806;26.119725;147700;259700;;
Acheulean - Africa;Ternifine;Ternifine Archaeological Assemblage;-1;0.3333333333;35.4166666667;300000;781000;arch_strat: Acheulean Africa;
Acheulean - Africa;Thomas Quarry 1;Thomas Quarry 1 Hominid Cave (GH) Unit 4 Archaeological Assemblage;250;-7.7034;33.5667;282000;482000;;
MSA;Tiras 5;Tiras 5 Layer 2 Archaeological Assemblage;55;16.582785;-26.207918;30000;300000;arch_strat: MSA;
MSA;Tshangula Cave;Tshangula Cave Layer 4 Archaeological Assemblage;124;28.569986;-20.66782;30000;300000;arch_strat: MSA;
MSA;Tshangula Cave;Tshangula Cave Layer 5 Archaeological Assemblage;20;28.569986;-20.66782;30000;300000;arch_strat: MSA;
MSA;Tshangula Cave;Tshangula Cave Layer 6 Archaeological Assemblage;50;28.569986;-20.66782;30000;300000;arch_strat: MSA;
Howiesonspoort;Tunnel Cave;Tunnel Cave TC Deposits Archaeological Assemblage;-1;18.4060278;-34.1176083;58000;77000;;
Lupemban;Twin Rivers;Twin Rivers A Block 1954+56 Archaeological Assemblage;140;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers A Block 1999 Archaeological Assemblage;6117;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers B Block 1954+56 Archaeological Assemblage;972;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers C Block 1954+56 Archaeological Assemblage;973;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers D Block 1954+56 Archaeological Assemblage;83;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers F Block 1954+56 Archaeological Assemblage;2076;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers F Block 1999 Archaeological Assemblage;3250;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Lupemban;Twin Rivers;Twin Rivers G Block 1999 Archaeological Assemblage;;28.1833333;-15.5166667;139524;300000;Estimated age max based on Lupemban arch strat.;
Middle Paleolithic - Africa;Uan Afuda;Uan Afuda Unit 3b US 9 Archaeological Assemblage;-1;10.5036833;24.8694806;61000;100000;;
Aterian;Uan Tabu;Uan Tabu Layer 21 Archaeological Assemblage;786;10.528333;24.859722;51000;71000;;
Aterian;Uan Tabu;Uan Tabu Layer 22 Archaeological Assemblage;650;10.528333;24.859722;51000;71000;;
Aterian;Uan Tabu;Uan Tabu Layer 23 Archaeological Assemblage;330;10.528333;24.859722;51000;71000;;
Aterian;Uan Tabu;Uan Tabu Layer 24 Archaeological Assemblage;849;10.528333;24.859722;51000;71000;;
Aterian;Uan Tabu;Uan Tabu Layer 25 Archaeological Assemblage;502;10.528333;24.859722;51000;71000;;
Late MSA;Umhlatuzana;Umhlatuzana Layer 19 Archaeological Assemblage;70408;30.7542333;-29.8104;34270;44500;;
Late MSA;Umhlatuzana;Umhlatuzana Layer 20 Archaeological Assemblage;38899;30.7542333;-29.8104;33400;44500;;
Late MSA;Umhlatuzana;Umhlatuzana Layer 21 Archaeological Assemblage;17020;30.7542333;-29.8104;36240;50000;;
Howiesonspoort;Umhlatuzana;Umhlatuzana Layer 22 Archaeological Assemblage;27665;30.7542333;-29.8104;30800;63500;;
Howiesonspoort;Umhlatuzana;Umhlatuzana Layer 23 Archaeological Assemblage;89592;30.7542333;-29.8104;42000;48400;;
Howiesonspoort;Umhlatuzana;Umhlatuzana Layer 24 Archaeological Assemblage;110043;30.7542333;-29.8104;42000;75200;;
Still Bay;Umhlatuzana;Umhlatuzana Layer 25 Archaeological Assemblage;88601;30.7542333;-29.8104;37100;75200;;
Still Bay;Umhlatuzana;Umhlatuzana Layer 26 Archaeological Assemblage;69250;30.7542333;-29.8104;37100;77000;;
Still Bay;Umhlatuzana;Umhlatuzana Layer 27 Archaeological Assemblage;43307;30.7542333;-29.8104;37100;77000;;
Pre-Still Bay;Umhlatuzana;Umhlatuzana Layer 28 Archaeological Assemblage;22360;30.7542333;-29.8104;37100;77000;;
Howiesonspoort;Varsche Rivier 003;Varsche Rivier 003 AL 03 Archaeological Assemblage;982;18.603889;-31.524294;11780;48500;;
Howiesonspoort;Varsche Rivier 003;Varsche Rivier 003 AL 04 Archaeological Assemblage;5914;18.603889;-31.524294;42900;48500;;
Still Bay;Varsche Rivier 003;Varsche Rivier 003 AL 05 Archaeological Assemblage;3294;18.603889;-31.524294;44800;64600;;
Early MSA;Varsche Rivier 003;Varsche Rivier 003 AL 06 Archaeological Assemblage;4058;18.603889;-31.524294;56500;65200;;
Early MSA;Varsche Rivier 003;Varsche Rivier 003 AL 07 Archaeological Assemblage;5359;18.603889;-31.524294;56500;65200;;
Early MSA;Varsche Rivier 003;Varsche Rivier 003 AL s1 Archaeological Assemblage;1099;18.603889;-31.524294;56500;126000;;
MSA;Vlakkraal;Vlakkraal Disturbed Sand Heap Arch. Assemblage;-1;26.43916667;-29.17666667;30000;300000;arch_strat: MSA;
MSA;Wadi Ghan Valley;Wadi Ghan Valley T1 Archaeological Assemblage;-1;22.08333333;32.06666667;30000;300000;arch_strat: MSA;
MSA;Wadi Ghan Valley;Wadi Ghan Valley T2-I Archaeological Assemblage;-1;22.08333333;32.06666667;30000;300000;arch_strat: MSA;
Aterian;Wadi Ghan Valley;Wadi Ghan Valley T2-II lower Archaeological Assemblage;-1;22.08333333;32.06666667;14000;150000;arch_strat: LSA (upper part), Aterian (lower part);
LSA;Wadi Ghan Valley;Wadi Ghan Valley T2-II upper Archaeological Assemblage;-1;22.08333333;32.06666667;14000;150000;arch_strat: LSA (upper part), Aterian (lower part);
Middle Paleolithic - Africa;Wadi Halfa Jebel Brinikol;Wadi Halfa Jebel Brinikol Arch. Surface Collection;1577;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1000;Wadi Halfa Site 1000 Archaeological Surface Collection;1042;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1010-8;Wadi Halfa Site 1010-8 Archaeological Surface Collection;341;31.3667;21.7833;40000;200000;;
Khormusan;Wadi Halfa Site 1017;Wadi Halfa Site 1017 Unit 3 Archaeological Assemblage;4472;31.3667;21.7833;40000;85000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1033;Wadi Halfa Site 1033 Unit 3 Arch. Assemblage;3994;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1033;Wadi Halfa Site 1033 Unit 5 Arch. Assemblage;4326;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1035;Wadi Halfa Stie 1035 Archaeological Surface Collection;841;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1036;Wadi Halfa Site 1036 Archaeological Surface Collection;1101;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1037;Wadi Halfa Site 1037 Archaeological Surface Collection;546;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 1038;Wadi Halfa Site 1038 Archaeological Surface Collection;348;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 121;Wadi Halfa Site 121 Archaeological Surface Collection;984;31.3667;21.7833;40000;200000;;
Khormusan;Wadi Halfa Site 2004;Wadi Halfa Site 2004 Unit 2 Archaeological Assemblage;1525;31.3667;21.7833;40000;85000;;
Khormusan;Wadi Halfa Site 34-A;Wadi Halfa Site 34-A Unit 3 Archaeological Assemblage;3046;31.3667;21.7833;40000;85000;;
Khormusan;Wadi Halfa Site 34-D;Wadi Halfa Site 34-D Unit 2 Archaeological Assemblage;4478;31.3667;21.7833;40000;85000;;
Middle Paleolithic - Africa;Wadi Halfa Site 36-B;Wadi Halfa Site 36-B Archaeological Surface Collection;690;31.3667;21.7833;40000;200000;;
Late Acheulean - Africa;Wadi Halfa Site 400 north;Wadi Halfa Site 400 north Archaeological Surface Collection;537;31.3666666667;21.7833333333;200000;800000;;
Late Acheulean - Africa;Wadi Halfa Site 430;Wadi Halfa Site 430 Archaeological Surface Collection;1001;31.3666666667;21.7833333333;200000;800000;;
Late Acheulean - Africa;Wadi Halfa Site 438;Wadi Halfa Site 438 Archaeological Surface Collection;403;31.3666666667;21.7833333333;200000;800000;;
Late Acheulean - Africa;Wadi Halfa Site 451;Wadi Halfa Site 451 Archaeological Surface Collection;;31.3666666667;21.7833333333;200000;800000;;
Late Acheulean - Africa;Wadi Halfa Site 501;Wadi Halfa Site 501 Archaeological Surface Collection;;31.3666666667;21.7833333333;200000;800000;;
Middle Paleolithic - Africa;Wadi Halfa Site 503;Wadi Halfa Site 503 Archaeological Surface Collection;201;31.3666666667;21.7833333333;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 507;Wadi Halfa Site 507 Archaeological Surface Collection;38;31.3666666667;21.7833333333;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 6;Wadi Halfa 6 Archaeological Surface Collection;2270;31.3667;21.7833;40000;200000;;
Middle Paleolithic - Africa;Wadi Halfa Site 622;Wadi Halfa Site 622 Archaeological Surface Collection;-1;31.3666666667;21.7833333333;40000;200000;;
Khormusan;Wadi Halfa Site ANW 3;Wadi Halfa Site ANW 3 Unit 4 Archaeological Assemblage;3444;31.3667;21.7833;40000;85000;;
Middle Paleolithic - Africa;Wadi Qasab;Wadi Qasab Gravel Layer Archaeological Assemblage;184;32.05;26.33;40000;200000;;
Middle Paleolithic - Africa;Wadi en Naga;Wadi en Naga Archaeologial Surface Collection;17;;;40000;200000;;
MSA;Wasiriya Beds Nyamita Main;Wasiriya Nyamita Main MSA Lithics;449;34.1575194;-0.4284;36000;49000;Upper part of Wasiriya Beds is dated by 14C on shells to 33-45 cal ka and the presence of MSA artifacts, layer is bracketed by tuffs dated by OSL and K/Ar and Ar/Ar;
MSA;Wasiriya Beds Wakondo;Wasiriya Wakondo MSA Lithics;55;34.1730417;-0.4268083;36000;49000;Upper part of Wasiriya Beds is dated by 14C on shells to 33-45 cal ka and the presence of MSA artifacts, layer is bracketed by tuffs dated by OSL and K/Ar and Ar/Ar;
MSA;Wasiriya Beds Western Nyamsingula;Wasiriya Nyamsingula MSA Lithics;2;34.1892611;-0.413125;36000;49000;Upper part of Wasiriya Beds is dated by 14C on shells to 33-45 cal ka and the presence of MSA artifacts, layer is bracketed by tuffs dated by OSL and K/Ar and Ar/Ar;
Middle Pietersburg;Waterval;Waterval Horizon 6 Archaeological Assemblage;1663;27.97916667;-26.15166667;58000;200000;arch_strat: Middle Pietersburg;
ELSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 6-7a Archaeological Assemblage;;21.748021;-18.770617;33050;43000;;
ELSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 6-7a Archaeological Assemblage;;21.748021;-18.770617;43000;50700;;
MSA/LSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 7b-8b Archaological Assemblage;;21.748021;-18.770617;43000;50700;;
MSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage;;21.748021;-18.770617;43000;50700;;
MSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage;;21.748021;-18.770617;50700;60100;;
MSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage;;21.748021;-18.770617;60100;84900;;
MSA;White Paintings Rock Shelter;White Paintings Rock Shelter Unit 9a-11 Archaeological Assemblage;;21.748021;-18.770617;84900;103700;;
MSA 2b;Witkrans;Witkrans Layer C Archaeological Assemblage;216;24.63333333;-27.61666667;30650;105000;;
Final MSA;Wonderkrater;Wonderkrater Area B MSA layer lower assemblage;66;28.743767;-24.4301;25200;52790;;
Final MSA;Wonderkrater;Wonderkrater Area B MSA layer upper assemblage;21;28.743767;-24.4301;30100;44660;;
MSA 1;Wonderkrater;Wonderkrater Area C Grit Archaeological Assemblage;1331;28.743767;-24.4301;130310;145710;;
Acheulean - Africa;Wonderwerk;Wonderwerk Cave Excavation 1 Stratum 6 Archaeological Assemblage;89;23.553834;-27.846447;300000;990000;;
Acheulean - Africa;Wonderwerk;Wonderwerk Cave Excavation 1 Stratum 7 Archaeological Assemblage;61;23.553834;-27.846447;300000;990000;;
Acheulean - Africa;Wonderwerk;Wonderwerk Cave Excavation 1 Stratum 8 Archaeological Assemblage;125;23.553834;-27.846447;300000;990000;;
Acheulean - Africa;Wonderwerk;Wonderwerk Cave Excavation 1 Stratum 9 Archaeological Assemblage;36;23.553834;-27.846447;300000;1010000;Al/Be dating gives a burial age of the sediments;
